cpt_slug,tax_rotas_turisticas,tax_tipo_atrativo,tax_categorias_empreendimentos,pods_resumo_historico,pods_endereco_localizacao,pods_entrada,pods_horario_de_visitacao,pods_guia_necessario,pods_subtitulo_slogan,pods_endereco_completo,pods_telefone_whatsapp,pods_instagram,pods_site_oficial,pods_horario_de_funcionamento,pods_comodidades,pods_destaque_na_home,pods_data_de_inicio,pods_sobre_o_evento,pods_data_de_fim,pods_local_do_evento,pods_valor_do_ingresso,pods_link_de_inscricao_compra,pods_organizador,pods_historia_completa,post_title
empreendimentos,,,"Restaurantes, Bares e Cafés","Local rústico que oferece comida no fogão a lenha. Localizado na Estrada Velha da Guaricana. Comida caseira típica, feita com tempeiro campeiro. Serve pratos simples regionais e, no sábado, a tradicional feijoada. Servem também batidas de abacaxi, maracujá e morango feitas na casa.","Estr. Velha da Guaricana, n° 1825",,,true,,"Estr. Velha da Guaricana, n° 1825, CEP 83149-899",41997955365,@restaurante_estrada_velha,,,"Estacionamento, Acessibilidade",,,,,,,,,,Estrada Velha Restaurante
empreendimentos,,,"Restaurantes, Bares e Cafés","Considerado um dos melhores e sofisticados restaurantes da cidade, o Executive é um restaurante de gastronomia brasileira muito procurado para comemorações, almoços de negócios, casamentos e para almoços de grupos internacionais. A decoração é impecável, incluindo os banheiros. O local é charmoso, possui uma adega e o ambiente é muito aconchegante. Decoração, buffet de gastronomia brasileira e sul-americana impecável. Opções sem glúten e vegetariana.","R. Joaquim Ferreira Claudino, 350 Fundos",Consultar,,false,,"R. Joaquim Ferreira Claudino, 350 Fundos, CEP: 83010-430",41998946829,@executivegastronomia,,,"Wi-Fi, Estacionamento, Acessibilidade",,,,,,,,,,Executive
empreendimentos,Caminho do Vinho,,"Restaurantes, Bares e Cafés","Também conhecido como “Fazenda Park”, o empreendimento é um pesque-pague e restaurante rural com área de lazer. Em sua estrutura rústica, oferece ampla área verde com lago para pesca, parque infantil e piscina. O restaurante serve gastronomia brasileira, petiscos, para pratos à base de peixe, além de comida colonial e italiana. Recebe famílias e grupos.",R. Júlio César Setenareski 3670,Consultar,,false,,R. Júlio César Setenareski 3670,41997446207,@pesquefazendamergulhao,www.caminhodovinho.tur.br/fazenda-park-mergulhao/,,"Estacionamento, Acessibilidade, Restaurante, Piscina, Área Kids",,,,,,,,,,Fazenda Park  Mergulhão Restaurante Colonial
empreendimentos,,,"Restaurantes, Bares e Cafés","O restaurante é pequeno e simples, conhecido pela sua comida caseira saborosa. O cardápio é composto por pratos da culinária brasileira, com opções de saladas, carnes e peixes às sextas-feiras. O estabelecimento também oferece almoço por quilo ou buffet livre, além de sobremesas e sucos naturais. Está estrategicamente localizado ao lado da Prefeitura Municipal.","R. Padre Bittencourt, 20",Consultar,,false,,"R. Padre Bittencourt, 20, CEP: 83030-490",4130585758,www.facebook.com/folhadlouro/,,,Restaurante,,,,,"R. Padre Bittencourt, 20",,,,,Folha de Louro Restaurante
empreendimentos,Caminho do Vinho,,"Restaurantes, Bares e Cafés","O restaurante, com 18 anos de tradição no Caminho do Vinho, começou em um antigo estábulo e hoje é uma superestrutura de 450 metros quadrados. Oferece pratos da culinária italiana, polonesa e colonial, com temperos cultivados na própria chácara. As sobremesas são feitas com o leite das vaquinhas da propriedade e há também queijos coloniais produzidos pelo chefe da família, Fernando Obiava. Possui uma bela área verde com pedalinho, trilha, mirante e parque infantil. Oferece música ao vivo.","R. Augusto Micrute, 3555",,,false,Restaurante mais antigo do Caminho do Vinho,"R. Augusto Micrute, 3555, CEP: 83085-290",41996442038,@frutosdaterraoficial,www.restaurantefrutosdaterra.com.br;www.petiscariafrutosdaterra.com.br,,"Wi-Fi, Estacionamento, Acessibilidade, Área Kids, Trilhas",,,,,,,,,,Frutos da Terra
empreendimentos,,,"Restaurantes, Bares e Cafés","O local oferece estacionamento seguro 24h e, à noite, se transforma em uma agradável Vila Gastronômica urbana. Localizado na região central da cidade, funciona no formato de containers gastronômicos com diversas opções de alimentação. O ambiente é familiar, descontraído e aconchegante, sendo indicado para encontros entre amigos, happy hour, comemorações em família ou mesmo para um jantar a dois. O estacionamento é integrado à vila, possui espaço kids e aceita animais de estimação.","R. Joaquim Nabuco, 2127 Loja 2",Consultar,,false,,"R. Joaquim Nabuco, 2127 Loja 2, Centro, CEP 83005-160",4196092127,@garagefoodparking,https://www.garagefoodparking.com.br/,,"Estacionamento, Acessibilidade, Pet Friendly, Área Kids",,,,,,,,,,Garage Food & Parking Estacionamento Food & Parking
empreendimentos,,,"Restaurantes, Bares e Cafés","É um pequeno restaurante especializado em culinária oriental próximo à Av. das Torres e ao hotel Carmelo, no bairro São Cristovão. Oferece rodízios e pratos bem elaborados em um ambiente simples e familiar. As paredes do Haru possuem pinturas características dos mangás. Seus pratos costumam ser bem avaliados pelos clientes. Oferece serviço de delivery.","Rua Colorado, 95",,,false,,"Rua Colorado, 95, CEP 83040-250",41999345462,@restauranteharusjp,,,,,,,,,,,,,Haru Restaurante Japonês
empreendimentos,Caminho do Vinho,,"Restaurantes, Bares e Cafés","O Herradura oferece ao público cortes nobres preparados na parrilla e um cardápio diversificado incluindo lanches e vinhos. O restaurante apresenta uma arquitetura rústica e um ambiente descontraído e acolhedor, sendo ideal para confraternizações, jantares especiais e para apreciadores de carnes nobres. Costuma ser elogiado pela qualidade e pela boa relação custo-benefício. A madeira rústica predomina na decoração, que gira em torno do universo do churrasco. Serve parrilha de carne uruguaia.",R. Júlio César Setenareski 2500,Consultar,,false,,"R. Júlio César Setenareski 2500, CEP 83085-290",4187445169,www.facebook.com/herradurarestaurantc/,,,"Estacionamento, Acessibilidade, Área Kids, Aceita Cartão, Eventos",,,,,,,,,,Herradura
empreendimentos,Rota das Colônias,,"Restaurantes, Bares e Cafés","Bar e restaurante de estilo rústico, localizado na Colônia Marcelino, próximo ao Bar da Rosinha e a 800 metros da Igreja Ucraniana Santíssima Trindade. É uma ótima opção de parada para quem passa pela região aos finais de semana. Oferece comida brasileira e pratos típicos regionais, em um ambiente com decoração característica e interessante. O local é frequentemente elogiado pela qualidade da comida e do atendimento, sendo uma boa opção para encontros com amigos e famílias. Também é um ponto de parada bastante apreciado por ciclistas. No Horika é possível apreciar bebidas típicas como a cachaça ucraniana de canela e de pimenta.","R. Vereador Domingos Benvenutto Molleta, 16995",,,false,,"R. Vereador Domingos Benvenutto Molleta, 16995, CEP: 83800-000",41991373463,@horilkazpertzen,,,Acessibilidade,,,,,,,,,,Horilka z pertzen
empreendimentos,Caminho do Vinho,,"Restaurantes, Bares e Cafés","Restaurante rústico estilo country, oferece self-service de espetinhos artesanais variados, assados na hora e cuidadosamente organizados para o cliente saborear com os olhos antes, iniciando a sua experiência gastronômica e acompanhado de chopp gelado. Após se servir e pesar, o cliente tem uma mesa com farinha e molho para acompanhar os espetinhos que fica à disposição. Ótima opção para quem curte espetinhos. O local é grande, com música sertaneja e tvs. Música ao vivo nos finais de semana.","R. Teresina, 26",,,false,,"R. Teresina, 26, CEP 83015-240",41998198522,@jersao_espetoo,jersao.pedidoon.net,,"Wi-Fi, Acessibilidade",,,,,,,,,,Jersão do Espeto
empreendimentos,,,Restaurantes,"Opção de refeição localizado próximo do Parque da Fonte, oferece serviço de self-service de comida brasileira. O ambiente é simples, possui opção de mesas na área externa. Buffet self service de comida brasileira. Oferece feijoada aos sábados e assados aos domingos.","R. Alm. Alexandrino, 861",,,false,,"R. Alm. Alexandrino, 861, CEP 83045-210",4133833988,,,,"Acessibilidade, Banheiros",,,,,,,,,,JN Restaurante
empreendimentos,,,"Restaurantes, Bares e Cafés","Pertencente ao Grupo Madero, o Jeronimo é um empreendimento no conceito de fast-casual centrado em tecnologia, direcionado ao público jovem, e também apreciado por famílias em geral. Utiliza totens para pedidos no formato self-service e oferece mesas com pontos de energia, muito úteis tanto para quem precisa recarregar o celular quanto para quem necessita trabalhar enquanto espera o voo. Seus hambúrgueres são preparados prensados na chapa de aço carbono, técnica que garante suculência máxima. Utiliza carnes certificadas. O serviço é ágil e o ambiente é vibrante e colorido, com arte de rua de ótima qualidade pintada em suas paredes. Decoração vibrante, ambiente muito agradável e bom para trabalhar enquanto aguarda a hora do vôo.","Av. Rocha Ponbo, na Praça de alimentação do aeroporto",,,false,,"Av. Rocha Ponbo, na Praça de alimentação do aeroporto, CEP: 83010-900",41988482544,@jeronimoburger,www.jeronimoburger.com.br,,Acessibilidade,,,,,,,,,,Jerônimo Burguer Aeroporto (Junior Durski Restaurante)
empreendimentos,,,"Restaurantes, Bares e Cafés","É um restaurante especializado em culinária japonesa, localizado no bairro Roseira de São Sebastião. Os clientes costumam elogiar a qualidade da comida, preparada com ingredientes frescos — em especial o sashimi, o sushi e o ceviche —, sempre acompanhada de um cordial atendimento da equipe e de um ambiente agradável. O restaurante oferece rodízio e opções à la carte, com destaque para sashimis premium, sushi variado, ceviche, guioza e diversas entradas. Os pratos são elaborados com ingredientes frescos e apresentam cuidado estético na montagem.","R. Santo Agostinho, 408",,,false,,"R. Santo Agostinho, 408, CEP 83070-160",41999929052,@kamisushibr,,,Acessibilidade,,,,,,,,,,Kami Sushi
empreendimentos,Rota das Colônias,,"Restaurantes, Bares e Cafés","Oferece café colonial e almoço com comidas típicas polomesa e brasileira com mais de 90 tipos pratos doces e salgados. A área possui uma casa e um paiol de arquitetura da imigração polonesa, ambos construídos usando a técnica de troncos encaixados. Em funcionamento desde 2010, os proprietários buscam preservar um ambiente rústico acolhedor.","R. Domingos Perbiche, 1446",,,false,,"R. Domingos Perbiche, 1446, CEP 83085-230",41999412457,@kawiarniacafecolonial,,,"Wi-Fi, Pet Friendly, Estacionamento, Acessibilidade",,,,,,,,,,Kawiarnia
empreendimentos,,,"Restaurantes, Bares e Cafés","O restaurante Luigi tem como proposta oferecer um buffet de comida verdadeiramente simples e caseira. Os pratos são bem saborosos, usam temperos naturais e tem a vantagem de estar bem no centro da cidade. Os dois restaurantes ficam próximos um do outro. O buffet dá direito a sobremesa, com destaque para o típico sagu ao vinho, receita da família dos proprietários. A gastronomia é brasileira com destaque para a feijoada. O local é simples, organizado e com ótimo atendimento. Feijoada aos sábados; sagu com vinho feito com receita tradicional da família dos proprietários.","Restaurante I R. Dr. Motta Júnior, 1047, 2o andar entrada ao lado da Camomila da Colônia; Restaurante II R. Visc. do Rio Branco, 1910. Ficam há 2 quarteirões de distância um do outro.",Consultar,,false,,"Restaurante I R. Dr. Motta Júnior, 1047, 2o andar entrada ao lado da Camomila da Colônia; Restaurante II R. Visc. do Rio Branco, 1910. Ficam há 2 quarteirões de distância um do outro. CEP: 83005-170",419919898604131460679,@luigirestaurantesjp,,,Wi-Fi,,,,,,,,,,Luigi Restaurante
empreendimentos,,,Restaurantes,"É uma rede paranaense que fez sucesso e se expandiu pelo Brasil, se diferenciando por oferecer um ambiente de arquitetura aconchegante, um cardápio inovador e um atendimento impecável. Possui um programa de fidelidade de cashback. Acumula diversos prêmios gastronômicos; seus hortifrutis são produzidos na fazenda da empresa e possuem certificação orgânica e seu projeto arquitetônico diferenciado.","Av. Rocha Pombo, s/n Área Interna do Aeroporto Afonso Pena",Consultar,,false,,"Av. Rocha Pombo, s/n Área Interna do Aeroporto Afonso Pena, CEP 83010-620",41988482544,@maderobrasil,www.restaurantemadero.com.br,,"Estacionamento, Acessibilidade",,,,,,,,,,Madero Steak House
empreendimentos,Rota das Colônias,,"Restaurantes, Bares e Cafés","Localizado em meio à natureza, o Matka Aurélia se destaca por sua estrutura acolhedora e rústica. O restaurante possui um amplo salão principal com varanda externa, proporcionando vista para o bosque e para a Serra do Mar. Ao lado do salão, um deque de madeira convida os visitantes a apreciarem a paisagem enquanto desfrutam de suas refeições. O ambiente tranquilo e sereno torna o Matka Aurélia o local ideal para uma experiência gastronômica única em contato com a natureza.","R. José Scrobot Sobrinho, 2373",,,false,,"R. José Scrobot Sobrinho, 2373, CEP 83085-465",41999444652,@matka_aurelia,www.matkaaurelia.com.br,,"Estacionamento, Acessibilidade, Wi-Fi, Área Kids",,,,,,,,,,Matka Aurélia
empreendimentos,,,"Restaurantes, Bares e Cafés","Local acolherdor e bem decorado, localizado no centro da cidade, especializado em pizzas, oferece um cardápio diversificado que inclui pratos quentes, sobremesas, sopas e porções. Eleita a melhor pizzaria de 2023. Por 2 anos considerada a melhor pizza da cidade.","R. Joaquim Nabuco, 1816 Rua Almirante Alexandrino, 2295",Consultar,,false,,"R. Joaquim Nabuco, 1816 Rua Almirante Alexandrino, 2295, CEP 83040-210",41999696462,@mistergiuseppe,mistergiuseppe.menudino.com/,,"Wi-Fi, Estacionamento",,,,,,,,,,Mister Giuseppe
empreendimentos,Caminho do Vinho,,"Restaurantes, Bares e Cafés","Criado pela família Obiava, oferece comida colonial artesanal polonesa e italiana aos visitantes. Destacam-se as massas artesanais, molhos, costelinha barbecue e sobremesas como pudim de leite e cheesecake de frutas vermelhas. O espaço também aceita eventos e possui área infantil interna. O restaurante promove noites com música ao vivo e petiscos toda sexta-feira e baile gaúcho uma vez por mês.","R. Augusto Micrute, 749",Consultar,,false,,"R. Augusto Micrute, 749, CEP: 83075-182",4137975067,@restauranteobiavaoficia,www.caminhodovinho.tur.br/restaurante-familia-obiava/,,"Estacionamento, Acessibilidade, Área Kids, Eventos",,,,,,,,,,Obiava Restaurante
empreendimentos,,,,"O restaurante fica no Caminho do Vinho e oferece um variado buffet de comida colonial com qualidade e acessível servido em autênticas panelas de barro, preparadas em um tradicional fogão à lenha. A decoração é rústica e aconchegante e o ambiente é familiar. Buffet de comida colonial acessível, localização estratégica.","R. Júlio César Setenareski, s/n",Consultar,,false,,"R. Júlio César Setenareski, s/n, CEP 83085-495",41987481212,,,,"Wi-Fi, Banheiros, Estacionamento, Acessibilidade",,,,,,,,,,Panela de Barro
empreendimentos,Caminho do Vinho,,"Restaurantes, Bares e Cafés","A proposta é trazer uma oportunidade de experienciar as delícias de Minas Gerais para o Caminho do Vinho. Oferece produtos tradicionais da Serra da Canastra como queijos artesanais e doces gigantes feitos no tacho de cobre. Também são encontradas cachaças, licores e vinhos e servidas porções de frango, tilápia, camarão, bolinho de aipim com linguiça Blumenau e minichurros com doce de leite mineiro.","Rua João Bortolan, 222",,,false,,"Rua João Bortolan, 222, CEP 83085-460",41991146124,@petiscaria_cantinhomineiro,,,"Estacionamento, Acessibilidade",,,,,,,,,,Petiscaria Cantinho Mineiro
empreendimentos,Rota das Colônias,,"Restaurantes, Bares e Cafés","Descubra a essência dos pierogis poloneses no primeiro restaurante dedicado exclusivamente a eles na cidade. Desfrute de um buffet completo aos domingos, incluindo uma variedade de pierogis, pratos salgados, molhos típicos, saladas e sobremesas. Pierogis assados e fritos são servidos diretamente à mesa. Local para apreciar a decoração com pinturas feitas pela proprietária, fazendo com que os visitantes possam se transportar para as raízes da cultura polonesa durante a refeição.","Rua Doutor Murici, 5504",,,false,,"Rua Doutor Murici, 5504, CEP 83085-310",41997472813,@pierogarniabr,,,"Wi-Fi, Estacionamento, Acessibilidade",,,,,,,,,,Pierogarnia
empreendimentos,,,"Restaurantes, Bares e Cafés","Criada por uma família com tradição em pizzaria, os proprietários viram uma oportunidade de trazer algo diferente para o bairro e, aos poucos, foram conquistando e fidelizando clientes. É uma ótima opção para quem está de passagem pela região. Oferece grande variedade de opções, incluindo pizzas doces. O forte do local são as encomendas para viagem. Moradores e trabalhadores da região ligam e já fazem o pedido para buscarem na volta do trabalho. Tem espaço para receber grupos de 50 pessoas.","R. Mario Nogarotto, 218",Consultar,,false,,"R. Mario Nogarotto, 218, CEP 83006-970",41985193527,@pizzdahora,,,"Wi-Fi, Banheiros, Estacionamento, Pet Friendly",,,,,,,,,,Pizza da Hora
empreendimentos,,,"Restaurantes, Bares e Cafés","Com um ambiente rústico, acolhedor e cercado por natureza, o local é indicado para desfrutar de um dia especial com a família ou amigos. Crianças de 7 a 12 anos pagam meia entrada. Situada na zona rural, é um restaurante conhecido pelos seus petiscos, porções e seu buffet de comida caseira que inclui massas, saladas frescas e coloridas, polenta frita e carnes suculentas, como a costela feita no fogo de chão.","R. Carlos Kusma, 9100",Consultar,,false,,"R. Carlos Kusma, 9100, CEP: 83023-400",41992319595,@querenciaivankio,https://linktr.ee/querenciaivankio,,"Estacionamento, Acessibilidade, Pet Friendly, Eventos",,,,,,,,,,Querência Ivankio
empreendimentos,,,"Restaurantes, Bares e Cafés","Ambiente simples e familiar, é uma opção para reunir os amigos e a família para um happy hour, almoço ou comemoração. O local oferece buffet de comida brasileira, pastel frito na hora, bebida gelada, serve porções. Às sextas feiras serve cardápios especiais como: Jantar ""Loucos por Peixes"", buffet de sopas e caldos e ""Noite da Chuleta com Polenta.","R. Dr. Murici, 3420",Consultar,,false,,"R. Dr. Murici, 3420, CEP: 83010-290",4133845856,@mroltsrancho,,,Estacionamento,,,,,,,,,,Rancho M Roltz
empreendimentos,Caminho do Vinho,,"Restaurantes, Bares e Cafés","Restaurante colonial, rústico, especializado no tradicional prato típico paranaense chamado de ""churrasco de igreja"". O prato é inspirado nos tradicionais almoços das quermesses italianas. A carne é marinada na véspera. Depois grelhada na churrasqueira e servida acompanhada de diferentes guarnições. O espaço também pode ser locado para eventos. Churrasco de igreja, costela ao molho de pinhão, broa de pinhão, buffet livre","Rua Vereador Domingos Benvenutto Moleta, 2731",Consultar,,false,,"Rua Vereador Domingos Benvenutto Moleta, 2731, CEP: 83024-990",41995102240,@ranchomachadocolonial,,,"Wi-Fi, Estacionamento, Acessibilidade",,,,,,,,,,Rancho Machado
empreendimentos,Caminho do Vinho,,"Restaurantes, Eventos","É um espaço multifuncional com áreas de lazer, restaurante e eventos. Possui um amplo salão e toda a infraestrutura necessária para eventos, incluindo buffet completo e estacionamento próprio. Possui acesso fácil por vias asfaltadas. Cenário para casamentos, festas de 15 anos, eventos corporativos ou formaturas, oferece buffet diversificado com carnes, massas e sobremesas. Possui várias opções de lazer como pesque e pague, pedalinhos, caiaques e campo de futebol suiço.","R. Célia Terezinha Bassa, 1550",,,false,,"R. Célia Terezinha Bassa, 1550, CEP 83085-495",41999882828,@recantoinspiracao,www.recantoinspiracao.com.br,,"Estacionamento, Acessibilidade, Churrasqueira, Área de lazer, Campo de futebol, Pedalinho",,,,,,,,,,Recanto Inspiração
empreendimentos,,,"Restaurantes, Bares e Cafés","Ambiente simples, oferece pratos tradicionais argentinos à noite e no almoço, refeições para o dia a dia para quem trabalha na região com cardápio montado com comida brasileira e algumas opções típicas argentinas. Destacam-se a parrilla, as famosas mollejas, empanadas doces e salgadas, tábua de carne com legumes, dentre outros. A casa oferece cervejas Patagônia e Quilmes e vinhos argentinos. A sangria é o drink da casa.","Rua visconde do Rio Branco, 2219",Consultar,,false,,"Rua visconde do Rio Branco, 2219, CEP 83010-310",4130986275,@sabor_argentino_sjp,,,Estacionamento,,,,,,,,,,Sabor Argentino
empreendimentos,,,"Restaurantes, Bares e Cafés","Localizado no centro da cidade, é considerada uma das melhores hamburguerias da cidade, com receitas autorais. Um dos segredos do sabor é não usar carne congelada. Também tem pizzas nobres, porções, bebidas geladas e sobremesa. Mistura a arte de preparar hamburgues feitos com carne não congelada com a arte de fazer pizzas bem sucedida a partir de um restaurante de sucesso em Curitiba. Possui parceria com alguns hoteis da cidade.","R. Joaquim Nabuco, 1881",Consultar,,false,,"R. Joaquim Nabuco, 1881, CEP 83005-160",4135348081,@santavacapizzaeburger,linktr.ee/santavacapizzaeburger,,"Wi-Fi, Acessibilidade, Estacionamento",,,,,,,,,,Santa Vaca Pizza & Burguer
empreendimentos,,,"Restaurantes, Bares e Cafés","Restaurante self-service de comida caseira muito apreciada tanto por quem trabalha, quanto por quem pedala ou está de passagem na região. Somente funciona nos finais de semana e atende moradores e viajantes que encomendam marmitex para levar para casa. Sempre acompanhada de batatas fritas sequinhas. Faz um delicioso creme de alho para acompanhar saladas. Aceita encomenda antecipadamente de creme de alho para levar. Suco e sobremesa acompanham a refeição.","R. Benjamim Claudino Barbosa, 14881",,,false,Atendimento atencioso.,"R. Benjamim Claudino Barbosa, 14881, Zacarias, CEP 83025-323",41996395655,@restaurantesilvinha,,,"Estacionamento, Acessibilidade",,,,,,,,,,Silvinha
empreendimentos,,,"Restaurantes, Bares e Cafés","Ambiente simples e familiar. Oferece buffet de comida brasileira e opções de marmitas pequenas, médias e grandes em uma região da cidade predominantemente industrial. É uma opção de refeição para quem está viajando ou visitando empresas próximo ao Complexo Industrial Ayrton Senna, Schattdecor do Brasil e cruzamento das BR 277 e BR 116. Um dos raros restaurantes de buffet de comida brasileira na região onde se localizam várias indústrias.","R. São Jorge, 627",,,false,,"R. São Jorge, 627, CEP 83070-180",41996767631,@temperomineirosjp; @tempero.mineiroIII,,,,,,,,,,,,,Tempero Mineiro III
empreendimentos,,,"Restaurantes, Bares e Cafés","Iniciado como uma panificadora e lanchonete, o estabelecimento cresceu para atender à demanda de amigos e clientes. Oferece café da manhã e um cardápio de carnes variadas durante a semana. Aos sábados, serve feijoada no almoço e, a partir das 18h, lanches, porções e também o entrevero de pinhão – receita da casa durante a temporada de pinhão. O ambiente é rústico e familiar, com um salão para comemorações e espaço de lazer para crianças.","R. Carlos Kusma, 3394",Consultar,,false,"Ambiente rústico típico colonial, feijoada aos sábados, entrevero de pinhão e pãozinho de pinhão durante a temporada","R. Carlos Kusma, 3394, CEP 83023-400",41992391811,@temperopaulistta,,,"Estacionamento, Acessibilidade, Área Kids, Eventos",,,,,,,,,,Tempero Paulistta
empreendimentos,,,"Restaurantes, Bares e Cafés","Localizado no antigo ""Estação Chopp"". Douglas Miguel ESPECIALISTA em CHURRASCO cortes e combinações genuína de carnes, queijos, frutas e legumes.","R. Voluntários da Pátria, 769",,,false,,"R. Voluntários da Pátria, 769, CEP: 83005-020",41998286830,@thechurras,,,,,,,,,,,,,The Churras Steak House
empreendimentos,Destinos do Campo,,"Restaurantes, Bares e Cafés","A Costelaria Tio Zico é um ponto de parada estratégico para fazer uma pausa durante a viagem. Localizado na BR-376, o posto está ao lado do posto de gasolina Tio Zico I, proporcionando conveniência e praticidade para ciclistas, motoristas e viajantes em. Oferece buffet diversificado, incluindo churrasco, opções de sanduíches, salgados, sucos e cafés.","BR-376, 29.155 Km 629 (junto ao Posto Tio Zico I)",,,false,,"BR-376, 29.155 Km 629 (junto ao Posto Tio Zico I), Contenda, CEP 83015-000",41998776543,@costelariarestaurante_tiozico,,,"Banheiros, Wi-Fi, Estacionamento",,,,,,,,,,Tio Zico Costelaria
empreendimentos,Caminho do Vinho,,"Restaurantes, Bares e Cafés","O restaurante leva o nome do patriarca da família Beger e foi iniciado em 2005, em um barracão agrícola. Destaca-se pelo buffet com comida caseira italiana e polonesa, em ambiente rústico e acolhedor. Contem uma ampla área verde com um deck e o Quiosque Vô João que encanta com sorvetes, morangos frescos e produtos coloniais produzidos pela família.","R. João Berger, 811",,,false,,"R. João Berger, 811, CEP 83085-290",41991896853,@vojoaocaminhodovinho,www.sitiovojoao.com.br,,Wi-Fi,,,,,,,,,,Vô João
empreendimentos,,,Sorveterias e Confeitarias,,,,,false,,,,,,,,,,,,,,,,,Item_Sem_Nome
empreendimentos,,,Sorveterias e Confeitarias,"Açaí da Barra é uma franquia do primeiro self-service de açaí criado em São Paulo. A fabricação própria garante combinações únicas para quem gosta de açaí. Trabalham com polpa de açaí do Pará, certificados pelo FSC 22000. São mais de 15 sabores de açaí, 40 de sorvete e adicionais, permitindo a cada cliente fazer sua própria harmonização de sabores. Sem corantes, saborizantes artificiais, gorduras trans ou xarope de guaraná.","Rua Dona Izabel A Redentora, 1434 Rua Quinze de Novembro, 1461, Loja 2",,,false,,"2 Locaias : Rua Dona Izabel A Redentora, 1434 Rua Quinze de Novembro, 1461, Loja 2, CEP: 83005-010",41991939781,@acaidabarrasjp,https://linktr.ee/acaidabarrasjp,,"Estacionamento, Acessibilidade",,,,,,,,,,Açai da Barra
empreendimentos,,,Sorveterias e Confeitarias,"É uma sorveteria tradicional fundada pelo Sr Fioro, empreendedor muito querido pelos frequentadores do local. É conhecida por seus mais de 50 sabores de sorvetes de alta qualidade, produzidos a partir de leite fresco. Pontos de encontro tradicional da cidade, faz parte da memória afetiva dos moradores e mantém sua excelência ao longo dos anos. Oferece uma das melhores experiências com sorvetes artesanais da cidade. Oferece opções sem lactose e sem açúcar.","Loja centro: Rua Veríssimo Marques, 1351; Loja Cidade Jardim: Rua Aristides França, 870.",Consultar,,false,,"Loja centro: Rua Veríssimo Marques, 1351; Loja Cidade Jardim: Rua Aristides França, 870. CEP: 83035-170",41984984042,@aguanaboca.sjp,,,"Acessibilidade, Banheiros",,,,,,,,,,Água na Boca Sorvetes Artesanais
empreendimentos,,,Sorveterias e Confeitarias,"A Alles Gut é uma confeitaria tradicional localizada no centro da cidade que oferece produtos típicos da confeitaria austríaca e alemã. Destacam-se o bolo de laranja, Apfelstrudel e Stollen, este último uma iguaria natalina. Confeitaria típica alemã e austríaca, bolo de laranja, apfelstrudel e stollen","Rua Dona Izabel A Redentora, 1632",,,false,,"Rua Dona Izabel A Redentora, 1632, CEP: 83005-010",4535560286,@allesgutconfeitaria,,,"Banheiros, Wi-Fi, Acessibilidade",,,,,,,,,,Alles Gut Confeitaria & Café
empreendimentos,,,Sorveterias e Confeitarias,"A Bapka é uma empresa familiar que produz um dos sorvetes mais tradicionais da região metropolitana de Curitiba e possui lojas em alguns pontos de São José dos Pinhais. Com mais de 30 anos de experiência no mercado, o sorvete é feito com polpa de frutas selecionadas e não contém conservantes. A fábrica teve início no bairro Abranches em Curitiba e, ao longo dos anos, expandiu-se, alcançando mais de 100 lojas no Paraná, mantendo sua identidade. Atualmente, a fábrica está localizada no município de Almirante Tamandaré.","R. Joaquim Nabuco, 865",Consultar,,false,,"R. Joaquim Nabuco, 865, CEP 83040-210",4136384401,@bapkasorvetes,https://bapka.com.br/,,Estacionamento,,,,,,,,,,Bapka
empreendimentos,Caminho do Vinho,,Sorveterias e Confeitarias,"Localizada ao lado da Cantina Della Mamma, a loja oferece várias opções de chocolate de Gramado dentro do Caminho do Vinho. Além da diversidade de chocolates, podem ser apreciados o chocolate quente e o milkshake de vinho. Destaque para morangos com nata, chocowhisky e choconhaque.","R. Júlio César Setenareski, 2900",,,false,,"R. Júlio César Setenareski, 2900, CEP 83085-290",41992241316,@https://www.facebook.com/profile.php?id=100065083410632,,,Estacionamento,,,,,,,,,,Caramelle Chocolate de Gramado
empreendimentos,,,Sorveterias e Confeitarias,"Pequeno, aconchegante e climatizado, é muito utilizado para pequenas reuniões de trabalho ou para cafés em família e amigos. Oferece várias opções de cafés, doces elaborados, sanduíches, lanches e salgados, além do pão de queijo. Um dos produtos mais vendidos são os bolos de festas, preparados tanto com receitas tradicionais quanto inovadoras.","R. Lílian Viana de Araújo, nº345",Consultar,,false,,"R. Lílian Viana de Araújo, nº345, Cidade Jardim, CEP 83036-120",4141112915,@confeitaria_mineirasjp,,,Estacionamento,,,,,,,,,,Confeitaria Mineira
empreendimentos,,,Sorveterias e Confeitarias,"A Doce Maura é a primeira sorveteria da cidade, atuando há mais de 30 anos no município. Iniciou suas atividades em 1982 vendendo Sorvetes Caramba, uma marca artesanal de excelente qualidade. Com a finalização do fornecimento dos sorvetes Caramba, os proprietários buscaram uma marca artesanal semelhante que mantivesse a qualidade e encontraram essas características na fábrica Granotto, de Curitiba. O nome ""Doce Maura"" foi dado em homenagem à mãe dos proprietários, que, segundo D. Aparecida de Fátima Carneiro, era uma pessoa doce e gentil. Possui clientes dentro e fora no município.","R. Visc. do Rio Branco, 1684",,,false,,"R. Visc. do Rio Branco, 1684, CEP: 83005-420",4133834699,@sorveteriadocemaura,,,,,,,,,,,,,Doce Maura sorvetes Granotto
